dataset,variable,percentil,valor_raw,valor_processed,delta_abs
madelon,feat_394,0.0,469.0,469.0,0.0
madelon,feat_394,0.25,476.0,476.0,0.0
madelon,feat_394,0.5,478.0,478.0,0.0
madelon,feat_394,0.75,480.0,480.0,0.0
madelon,feat_394,1.0,490.0,490.0,0.0
madelon,feat_395,0.0,407.0,407.0,0.0
madelon,feat_395,0.25,471.0,471.0,0.0
madelon,feat_395,0.5,484.0,484.0,0.0
madelon,feat_395,0.75,497.0,497.0,0.0
madelon,feat_395,1.0,548.0,548.0,0.0
madelon,feat_396,0.0,454.0,454.0,0.0
madelon,feat_396,0.25,477.0,477.0,0.0
madelon,feat_396,0.5,484.0,484.0,0.0
madelon,feat_396,0.75,491.0,491.0,0.0
madelon,feat_396,1.0,522.0,522.0,0.0
madelon,feat_397,0.0,346.0,346.0,0.0
madelon,feat_397,0.25,454.0,454.0,0.0
madelon,feat_397,0.5,482.0,482.0,0.0
madelon,feat_397,0.75,511.0,511.0,0.0
madelon,feat_397,1.0,616.0,616.0,0.0
madelon,feat_398,0.0,347.0,347.0,0.0
madelon,feat_398,0.25,485.0,485.0,0.0
madelon,feat_398,0.5,510.0,510.0,0.0
madelon,feat_398,0.75,535.0,535.0,0.0
madelon,feat_398,1.0,648.0,648.0,0.0
madelon,feat_399,0.0,461.0,461.0,0.0
madelon,feat_399,0.25,477.0,477.0,0.0
madelon,feat_399,0.5,481.0,481.0,0.0
madelon,feat_399,0.75,485.0,485.0,0.0
madelon,feat_399,1.0,504.0,504.0,0.0
madelon,feat_400,0.0,461.0,461.0,0.0
madelon,feat_400,0.25,474.0,474.0,0.0
madelon,feat_400,0.5,477.0,477.0,0.0
madelon,feat_400,0.75,480.0,480.0,0.0
madelon,feat_400,1.0,491.0,491.0,0.0
madelon,feat_401,0.0,381.0,381.0,0.0
madelon,feat_401,0.25,470.0,470.0,0.0
madelon,feat_401,0.5,490.0,490.0,0.0
madelon,feat_401,0.75,510.0,510.0,0.0
madelon,feat_401,1.0,606.0,606.0,0.0
madelon,feat_402,0.0,471.0,471.0,0.0
madelon,feat_402,0.25,475.0,475.0,0.0
madelon,feat_402,0.5,476.0,476.0,0.0
madelon,feat_402,0.75,477.0,477.0,0.0
madelon,feat_402,1.0,480.0,480.0,0.0
madelon,feat_403,0.0,387.0,387.0,0.0
madelon,feat_403,0.25,468.0,468.0,0.0
madelon,feat_403,0.5,487.0,487.0,0.0
madelon,feat_403,0.75,506.0,506.0,0.0
madelon,feat_403,1.0,579.0,579.0,0.0
madelon,feat_404,0.0,474.0,474.0,0.0
madelon,feat_404,0.25,476.0,476.0,0.0
madelon,feat_404,0.5,477.0,477.0,0.0
madelon,feat_404,0.75,477.0,477.0,0.0
madelon,feat_404,1.0,479.0,479.0,0.0
madelon,feat_405,0.0,368.0,368.0,0.0
madelon,feat_405,0.25,455.0,455.0,0.0
madelon,feat_405,0.5,476.0,476.0,0.0
madelon,feat_405,0.75,499.25,499.25,0.0
madelon,feat_405,1.0,593.0,593.0,0.0
madelon,feat_406,0.0,354.0,354.0,0.0
madelon,feat_406,0.25,459.0,459.0,0.0
madelon,feat_406,0.5,482.0,482.0,0.0
madelon,feat_406,0.75,504.0,504.0,0.0
madelon,feat_406,1.0,598.0,598.0,0.0
madelon,feat_407,0.0,459.0,459.0,0.0
madelon,feat_407,0.25,475.0,475.0,0.0
madelon,feat_407,0.5,478.0,478.0,0.0
madelon,feat_407,0.75,481.0,481.0,0.0
madelon,feat_407,1.0,492.0,492.0,0.0
madelon,feat_408,0.0,381.0,381.0,0.0
madelon,feat_408,0.25,464.0,464.0,0.0
madelon,feat_408,0.5,482.0,482.0,0.0
madelon,feat_408,0.75,501.0,501.0,0.0
madelon,feat_408,1.0,601.0,601.0,0.0
madelon,feat_409,0.0,451.0,451.0,0.0
madelon,feat_409,0.25,473.0,473.0,0.0
madelon,feat_409,0.5,478.0,478.0,0.0
madelon,feat_409,0.75,483.0,483.0,0.0
madelon,feat_409,1.0,500.0,500.0,0.0
madelon,feat_410,0.0,419.0,419.0,0.0
madelon,feat_410,0.25,477.0,477.0,0.0
madelon,feat_410,0.5,489.0,489.0,0.0
madelon,feat_410,0.75,502.0,502.0,0.0
madelon,feat_410,1.0,562.0,562.0,0.0
madelon,feat_411,0.0,369.0,369.0,0.0
madelon,feat_411,0.25,462.0,462.0,0.0
madelon,feat_411,0.5,492.0,492.0,0.0
madelon,feat_411,0.75,519.0,519.0,0.0
madelon,feat_411,1.0,645.0,645.0,0.0
madelon,feat_412,0.0,378.0,378.0,0.0
madelon,feat_412,0.25,468.0,468.0,0.0
madelon,feat_412,0.5,488.0,488.0,0.0
madelon,feat_412,0.75,507.0,507.0,0.0
madelon,feat_412,1.0,602.0,602.0,0.0
madelon,feat_413,0.0,426.0,426.0,0.0
madelon,feat_413,0.25,472.0,472.0,0.0
madelon,feat_413,0.5,485.0,485.0,0.0
madelon,feat_413,0.75,496.25,496.25,0.0
madelon,feat_413,1.0,547.0,547.0,0.0
madelon,feat_414,0.0,398.0,398.0,0.0
madelon,feat_414,0.25,469.0,469.0,0.0
madelon,feat_414,0.5,492.0,492.0,0.0
madelon,feat_414,0.75,514.0,514.0,0.0
madelon,feat_414,1.0,617.0,617.0,0.0
madelon,feat_415,0.0,385.0,385.0,0.0
madelon,feat_415,0.25,489.0,489.0,0.0
madelon,feat_415,0.5,517.0,517.0,0.0
madelon,feat_415,0.75,546.0,546.0,0.0
madelon,feat_415,1.0,721.0,721.0,0.0
madelon,feat_416,0.0,448.0,448.0,0.0
madelon,feat_416,0.25,476.0,476.0,0.0
madelon,feat_416,0.5,484.0,484.0,0.0
madelon,feat_416,0.75,492.0,492.0,0.0
madelon,feat_416,1.0,531.0,531.0,0.0
madelon,feat_417,0.0,375.0,375.0,0.0
madelon,feat_417,0.25,481.0,481.0,0.0
madelon,feat_417,0.5,507.0,507.0,0.0
madelon,feat_417,0.75,533.0,533.0,0.0
madelon,feat_417,1.0,634.0,634.0,0.0
madelon,feat_418,0.0,361.0,361.0,0.0
madelon,feat_418,0.25,483.0,483.0,0.0
madelon,feat_418,0.5,510.0,510.0,0.0
madelon,feat_418,0.75,539.0,539.0,0.0
madelon,feat_418,1.0,657.0,657.0,0.0
madelon,feat_419,0.0,387.0,387.0,0.0
madelon,feat_419,0.25,474.0,474.0,0.0
madelon,feat_419,0.5,497.0,497.0,0.0
madelon,feat_419,0.75,521.0,521.0,0.0
madelon,feat_419,1.0,635.0,635.0,0.0
madelon,feat_420,0.0,461.0,461.0,0.0
madelon,feat_420,0.25,477.0,477.0,0.0
madelon,feat_420,0.5,480.0,480.0,0.0
madelon,feat_420,0.75,484.0,484.0,0.0
madelon,feat_420,1.0,500.0,500.0,0.0
madelon,feat_421,0.0,427.0,427.0,0.0
madelon,feat_421,0.25,470.0,470.0,0.0
madelon,feat_421,0.5,479.0,479.0,0.0
madelon,feat_421,0.75,488.0,488.0,0.0
madelon,feat_421,1.0,530.0,530.0,0.0
madelon,feat_422,0.0,443.0,443.0,0.0
madelon,feat_422,0.25,470.0,470.0,0.0
madelon,feat_422,0.5,478.0,478.0,0.0
madelon,feat_422,0.75,485.0,485.0,0.0
madelon,feat_422,1.0,518.0,518.0,0.0
madelon,feat_423,0.0,474.0,474.0,0.0
madelon,feat_423,0.25,476.0,476.0,0.0
madelon,feat_423,0.5,476.0,476.0,0.0
madelon,feat_423,0.75,476.0,476.0,0.0
madelon,feat_423,1.0,478.0,478.0,0.0
madelon,feat_424,0.0,445.0,445.0,0.0
madelon,feat_424,0.25,477.0,477.0,0.0
madelon,feat_424,0.5,485.0,485.0,0.0
madelon,feat_424,0.75,493.0,493.0,0.0
madelon,feat_424,1.0,526.0,526.0,0.0
madelon,feat_425,0.0,436.0,436.0,0.0
madelon,feat_425,0.25,479.0,479.0,0.0
madelon,feat_425,0.5,489.0,489.0,0.0
madelon,feat_425,0.75,500.0,500.0,0.0
madelon,feat_425,1.0,542.0,542.0,0.0
madelon,feat_426,0.0,435.0,435.0,0.0
madelon,feat_426,0.25,478.0,478.0,0.0
madelon,feat_426,0.5,491.0,491.0,0.0
madelon,feat_426,0.75,503.0,503.0,0.0
madelon,feat_426,1.0,556.0,556.0,0.0
madelon,feat_427,0.0,362.0,362.0,0.0
madelon,feat_427,0.25,460.0,460.0,0.0
madelon,feat_427,0.5,484.0,484.0,0.0
madelon,feat_427,0.75,508.0,508.0,0.0
madelon,feat_427,1.0,633.0,633.0,0.0
madelon,feat_428,0.0,362.0,362.0,0.0
madelon,feat_428,0.25,461.0,461.0,0.0
madelon,feat_428,0.5,484.5,484.5,0.0
madelon,feat_428,0.75,507.0,507.0,0.0
madelon,feat_428,1.0,593.0,593.0,0.0
madelon,feat_429,0.0,463.0,463.0,0.0
madelon,feat_429,0.25,474.0,474.0,0.0
madelon,feat_429,0.5,477.0,477.0,0.0
madelon,feat_429,0.75,480.0,480.0,0.0
madelon,feat_429,1.0,494.0,494.0,0.0
madelon,feat_430,0.0,398.0,398.0,0.0
madelon,feat_430,0.25,480.0,480.0,0.0
madelon,feat_430,0.5,494.0,494.0,0.0
madelon,feat_430,0.75,509.0,509.0,0.0
madelon,feat_430,1.0,568.0,568.0,0.0
madelon,feat_431,0.0,404.0,404.0,0.0
madelon,feat_431,0.25,484.0,484.0,0.0
madelon,feat_431,0.5,506.0,506.0,0.0
madelon,feat_431,0.75,527.0,527.0,0.0
madelon,feat_431,1.0,604.0,604.0,0.0
madelon,feat_432,0.0,383.0,383.0,0.0
madelon,feat_432,0.25,461.0,461.0,0.0
madelon,feat_432,0.5,479.0,479.0,0.0
madelon,feat_432,0.75,497.0,497.0,0.0
madelon,feat_432,1.0,584.0,584.0,0.0
madelon,feat_433,0.0,263.0,263.0,0.0
madelon,feat_433,0.25,440.0,440.0,0.0
madelon,feat_433,0.5,499.5,499.5,0.0
madelon,feat_433,0.75,557.0,557.0,0.0
madelon,feat_433,1.0,719.0,719.0,0.0
madelon,feat_434,0.0,418.0,418.0,0.0
madelon,feat_434,0.25,475.0,475.0,0.0
madelon,feat_434,0.5,489.0,489.0,0.0
madelon,feat_434,0.75,503.0,503.0,0.0
madelon,feat_434,1.0,558.0,558.0,0.0
madelon,feat_435,0.0,363.0,363.0,0.0
madelon,feat_435,0.25,475.0,475.0,0.0
madelon,feat_435,0.5,500.0,500.0,0.0
madelon,feat_435,0.75,523.0,523.0,0.0
madelon,feat_435,1.0,657.0,657.0,0.0
madelon,feat_436,0.0,436.0,436.0,0.0
madelon,feat_436,0.25,470.0,470.0,0.0
madelon,feat_436,0.5,477.0,477.0,0.0
madelon,feat_436,0.75,485.0,485.0,0.0
madelon,feat_436,1.0,517.0,517.0,0.0
madelon,feat_437,0.0,393.0,393.0,0.0
madelon,feat_437,0.25,488.0,488.0,0.0
madelon,feat_437,0.5,516.0,516.0,0.0
madelon,feat_437,0.75,544.0,544.0,0.0
madelon,feat_437,1.0,653.0,653.0,0.0
madelon,feat_438,0.0,368.0,368.0,0.0
madelon,feat_438,0.25,465.0,465.0,0.0
madelon,feat_438,0.5,486.0,486.0,0.0
madelon,feat_438,0.75,506.0,506.0,0.0
madelon,feat_438,1.0,603.0,603.0,0.0
madelon,feat_439,0.0,452.0,452.0,0.0
madelon,feat_439,0.25,478.0,478.0,0.0
madelon,feat_439,0.5,485.0,485.0,0.0
madelon,feat_439,0.75,492.0,492.0,0.0
madelon,feat_439,1.0,521.0,521.0,0.0
madelon,feat_440,0.0,349.0,349.0,0.0
madelon,feat_440,0.25,463.0,463.0,0.0
madelon,feat_440,0.5,489.0,489.0,0.0
madelon,feat_440,0.75,517.0,517.0,0.0
madelon,feat_440,1.0,626.0,626.0,0.0
madelon,feat_441,0.0,417.0,417.0,0.0
madelon,feat_441,0.25,468.0,468.0,0.0
madelon,feat_441,0.5,480.0,480.0,0.0
madelon,feat_441,0.75,490.0,490.0,0.0
madelon,feat_441,1.0,542.0,542.0,0.0
madelon,feat_442,0.0,207.0,207.0,0.0
madelon,feat_442,0.25,431.0,431.0,0.0
madelon,feat_442,0.5,494.0,494.0,0.0
madelon,feat_442,0.75,564.0,564.0,0.0
madelon,feat_442,1.0,794.0,794.0,0.0
madelon,feat_443,0.0,345.0,345.0,0.0
madelon,feat_443,0.25,473.0,473.0,0.0
madelon,feat_443,0.5,502.0,502.0,0.0
madelon,feat_443,0.75,531.0,531.0,0.0
madelon,feat_443,1.0,651.0,651.0,0.0
madelon,feat_444,0.0,433.0,433.0,0.0
madelon,feat_444,0.25,479.0,479.0,0.0
madelon,feat_444,0.5,492.0,492.0,0.0
madelon,feat_444,0.75,505.0,505.0,0.0
madelon,feat_444,1.0,575.0,575.0,0.0
madelon,feat_445,0.0,472.0,472.0,0.0
madelon,feat_445,0.25,476.0,476.0,0.0
madelon,feat_445,0.5,477.0,477.0,0.0
madelon,feat_445,0.75,478.0,478.0,0.0
madelon,feat_445,1.0,483.0,483.0,0.0
madelon,feat_446,0.0,435.0,435.0,0.0
madelon,feat_446,0.25,473.0,473.0,0.0
madelon,feat_446,0.5,480.0,480.0,0.0
madelon,feat_446,0.75,487.0,487.0,0.0
madelon,feat_446,1.0,517.0,517.0,0.0
madelon,feat_447,0.0,449.0,449.0,0.0
madelon,feat_447,0.25,478.0,478.0,0.0
madelon,feat_447,0.5,486.0,486.0,0.0
madelon,feat_447,0.75,493.0,493.0,0.0
madelon,feat_447,1.0,532.0,532.0,0.0
madelon,feat_448,0.0,343.0,343.0,0.0
madelon,feat_448,0.25,458.0,458.0,0.0
madelon,feat_448,0.5,484.0,484.0,0.0
madelon,feat_448,0.75,511.0,511.0,0.0
madelon,feat_448,1.0,631.0,631.0,0.0
madelon,feat_449,0.0,435.0,435.0,0.0
madelon,feat_449,0.25,469.0,469.0,0.0
madelon,feat_449,0.5,477.0,477.0,0.0
madelon,feat_449,0.75,484.0,484.0,0.0
madelon,feat_449,1.0,510.0,510.0,0.0
madelon,feat_450,0.0,433.0,433.0,0.0
madelon,feat_450,0.25,478.0,478.0,0.0
madelon,feat_450,0.5,488.0,488.0,0.0
madelon,feat_450,0.75,497.0,497.0,0.0
madelon,feat_450,1.0,536.0,536.0,0.0
madelon,feat_451,0.0,450.0,450.0,0.0
madelon,feat_451,0.25,470.0,470.0,0.0
madelon,feat_451,0.5,478.0,478.0,0.0
madelon,feat_451,0.75,485.0,485.0,0.0
madelon,feat_451,1.0,505.0,505.0,0.0
madelon,feat_452,0.0,417.0,417.0,0.0
madelon,feat_452,0.25,477.0,477.0,0.0
madelon,feat_452,0.5,489.0,489.0,0.0
madelon,feat_452,0.75,501.0,501.0,0.0
madelon,feat_452,1.0,569.0,569.0,0.0
madelon,feat_453,0.0,84.0,84.0,0.0
madelon,feat_453,0.25,398.75,398.75,0.0
madelon,feat_453,0.5,487.5,487.5,0.0
madelon,feat_453,0.75,562.0,562.0,0.0
madelon,feat_453,1.0,807.0,807.0,0.0
madelon,feat_454,0.0,460.0,460.0,0.0
madelon,feat_454,0.25,476.0,476.0,0.0
madelon,feat_454,0.5,480.0,480.0,0.0
madelon,feat_454,0.75,484.0,484.0,0.0
madelon,feat_454,1.0,500.0,500.0,0.0
madelon,feat_455,0.0,265.0,265.0,0.0
madelon,feat_455,0.25,436.0,436.0,0.0
madelon,feat_455,0.5,504.5,504.5,0.0
madelon,feat_455,0.75,567.0,567.0,0.0
madelon,feat_455,1.0,735.0,735.0,0.0
madelon,feat_456,0.0,461.0,461.0,0.0
madelon,feat_456,0.25,476.0,476.0,0.0
madelon,feat_456,0.5,480.0,480.0,0.0
madelon,feat_456,0.75,484.0,484.0,0.0
madelon,feat_456,1.0,501.0,501.0,0.0
madelon,feat_457,0.0,384.0,384.0,0.0
madelon,feat_457,0.25,460.0,460.0,0.0
madelon,feat_457,0.5,480.0,480.0,0.0
madelon,feat_457,0.75,503.0,503.0,0.0
madelon,feat_457,1.0,586.0,586.0,0.0
madelon,feat_458,0.0,350.0,350.0,0.0
madelon,feat_458,0.25,462.0,462.0,0.0
madelon,feat_458,0.5,491.0,491.0,0.0
madelon,feat_458,0.75,521.0,521.0,0.0
madelon,feat_458,1.0,650.0,650.0,0.0
madelon,feat_459,0.0,383.0,383.0,0.0
madelon,feat_459,0.25,463.0,463.0,0.0
madelon,feat_459,0.5,486.0,486.0,0.0
madelon,feat_459,0.75,508.0,508.0,0.0
madelon,feat_459,1.0,592.0,592.0,0.0
madelon,feat_460,0.0,376.0,376.0,0.0
madelon,feat_460,0.25,478.0,478.0,0.0
madelon,feat_460,0.5,502.0,502.0,0.0
madelon,feat_460,0.75,527.0,527.0,0.0
madelon,feat_460,1.0,639.0,639.0,0.0
madelon,feat_461,0.0,403.0,403.0,0.0
madelon,feat_461,0.25,467.0,467.0,0.0
madelon,feat_461,0.5,483.0,483.0,0.0
madelon,feat_461,0.75,498.0,498.0,0.0
madelon,feat_461,1.0,560.0,560.0,0.0
madelon,feat_462,0.0,379.0,379.0,0.0
madelon,feat_462,0.25,471.0,471.0,0.0
madelon,feat_462,0.5,494.0,494.0,0.0
madelon,feat_462,0.75,516.0,516.0,0.0
madelon,feat_462,1.0,625.0,625.0,0.0
madelon,feat_463,0.0,347.0,347.0,0.0
madelon,feat_463,0.25,451.0,451.0,0.0
madelon,feat_463,0.5,481.0,481.0,0.0
madelon,feat_463,0.75,509.0,509.0,0.0
madelon,feat_463,1.0,615.0,615.0,0.0
madelon,feat_464,0.0,424.0,424.0,0.0
madelon,feat_464,0.25,473.0,473.0,0.0
madelon,feat_464,0.5,485.0,485.0,0.0
madelon,feat_464,0.75,496.0,496.0,0.0
madelon,feat_464,1.0,547.0,547.0,0.0
madelon,feat_465,0.0,426.0,426.0,0.0
madelon,feat_465,0.25,477.0,477.0,0.0
madelon,feat_465,0.5,490.0,490.0,0.0
madelon,feat_465,0.75,503.0,503.0,0.0
madelon,feat_465,1.0,566.0,566.0,0.0
madelon,feat_466,0.0,452.0,452.0,0.0
madelon,feat_466,0.25,475.0,475.0,0.0
madelon,feat_466,0.5,481.0,481.0,0.0
madelon,feat_466,0.75,486.0,486.0,0.0
madelon,feat_466,1.0,510.0,510.0,0.0
madelon,feat_467,0.0,364.0,364.0,0.0
madelon,feat_467,0.25,486.0,486.0,0.0
madelon,feat_467,0.5,510.0,510.0,0.0
madelon,feat_467,0.75,535.0,535.0,0.0
madelon,feat_467,1.0,670.0,670.0,0.0
madelon,feat_468,0.0,408.0,408.0,0.0
madelon,feat_468,0.25,468.0,468.0,0.0
madelon,feat_468,0.5,481.0,481.0,0.0
madelon,feat_468,0.75,495.0,495.0,0.0
madelon,feat_468,1.0,540.0,540.0,0.0
madelon,feat_469,0.0,333.0,333.0,0.0
madelon,feat_469,0.25,455.0,455.0,0.0
madelon,feat_469,0.5,481.0,481.0,0.0
madelon,feat_469,0.75,507.0,507.0,0.0
madelon,feat_469,1.0,633.0,633.0,0.0
madelon,feat_470,0.0,398.0,398.0,0.0
madelon,feat_470,0.25,488.0,488.0,0.0
madelon,feat_470,0.5,515.0,515.0,0.0
madelon,feat_470,0.75,543.25,543.25,0.0
madelon,feat_470,1.0,666.0,666.0,0.0
madelon,feat_471,0.0,464.0,464.0,0.0
madelon,feat_471,0.25,476.0,476.0,0.0
madelon,feat_471,0.5,479.0,479.0,0.0
madelon,feat_471,0.75,482.0,482.0,0.0
madelon,feat_471,1.0,493.0,493.0,0.0
madelon,feat_472,0.0,347.0,347.0,0.0
madelon,feat_472,0.25,451.0,451.0,0.0
madelon,feat_472,0.5,480.0,480.0,0.0
madelon,feat_472,0.75,512.0,512.0,0.0
madelon,feat_472,1.0,621.0,621.0,0.0
madelon,feat_473,0.0,472.0,472.0,0.0
madelon,feat_473,0.25,476.0,476.0,0.0
madelon,feat_473,0.5,478.0,478.0,0.0
madelon,feat_473,0.75,479.0,479.0,0.0
madelon,feat_473,1.0,484.0,484.0,0.0
madelon,feat_474,0.0,455.0,455.0,0.0
madelon,feat_474,0.25,475.0,475.0,0.0
madelon,feat_474,0.5,479.0,479.0,0.0
madelon,feat_474,0.75,484.0,484.0,0.0
madelon,feat_474,1.0,506.0,506.0,0.0
madelon,feat_475,0.0,276.0,276.0,0.0
madelon,feat_475,0.25,424.0,424.0,0.0
madelon,feat_475,0.5,485.5,485.5,0.0
madelon,feat_475,0.75,547.25,547.25,0.0
madelon,feat_475,1.0,680.0,680.0,0.0
madelon,feat_476,0.0,428.0,428.0,0.0
madelon,feat_476,0.25,471.0,471.0,0.0
madelon,feat_476,0.5,482.0,482.0,0.0
madelon,feat_476,0.75,492.0,492.0,0.0
madelon,feat_476,1.0,535.0,535.0,0.0
madelon,feat_477,0.0,423.0,423.0,0.0
madelon,feat_477,0.25,476.0,476.0,0.0
madelon,feat_477,0.5,488.0,488.0,0.0
madelon,feat_477,0.75,499.0,499.0,0.0
madelon,feat_477,1.0,548.0,548.0,0.0
madelon,feat_478,0.0,347.0,347.0,0.0
madelon,feat_478,0.25,458.0,458.0,0.0
madelon,feat_478,0.5,483.0,483.0,0.0
madelon,feat_478,0.75,509.0,509.0,0.0
madelon,feat_478,1.0,630.0,630.0,0.0
madelon,feat_479,0.0,450.0,450.0,0.0
madelon,feat_479,0.25,479.0,479.0,0.0
madelon,feat_479,0.5,487.0,487.0,0.0
madelon,feat_479,0.75,495.0,495.0,0.0
madelon,feat_479,1.0,528.0,528.0,0.0
madelon,feat_480,0.0,418.0,418.0,0.0
madelon,feat_480,0.25,472.0,472.0,0.0
madelon,feat_480,0.5,486.0,486.0,0.0
madelon,feat_480,0.75,499.0,499.0,0.0
madelon,feat_480,1.0,554.0,554.0,0.0
madelon,feat_481,0.0,391.0,391.0,0.0
madelon,feat_481,0.25,460.0,460.0,0.0
madelon,feat_481,0.5,478.0,478.0,0.0
madelon,feat_481,0.75,497.0,497.0,0.0
madelon,feat_481,1.0,587.0,587.0,0.0
madelon,feat_482,0.0,439.0,439.0,0.0
madelon,feat_482,0.25,471.0,471.0,0.0
madelon,feat_482,0.5,478.0,478.0,0.0
madelon,feat_482,0.75,484.0,484.0,0.0
madelon,feat_482,1.0,509.0,509.0,0.0
madelon,feat_483,0.0,375.0,375.0,0.0
madelon,feat_483,0.25,475.0,475.0,0.0
madelon,feat_483,0.5,497.0,497.0,0.0
madelon,feat_483,0.75,521.0,521.0,0.0
madelon,feat_483,1.0,623.0,623.0,0.0
madelon,feat_484,0.0,376.0,376.0,0.0
madelon,feat_484,0.25,478.0,478.0,0.0
madelon,feat_484,0.5,501.0,501.0,0.0
madelon,feat_484,0.75,526.25,526.25,0.0
madelon,feat_484,1.0,619.0,619.0,0.0
madelon,feat_485,0.0,444.0,444.0,0.0
madelon,feat_485,0.25,475.0,475.0,0.0
madelon,feat_485,0.5,483.0,483.0,0.0
madelon,feat_485,0.75,490.0,490.0,0.0
madelon,feat_485,1.0,523.0,523.0,0.0
madelon,feat_486,0.0,444.0,444.0,0.0
madelon,feat_486,0.25,472.0,472.0,0.0
madelon,feat_486,0.5,479.0,479.0,0.0
madelon,feat_486,0.75,485.0,485.0,0.0
madelon,feat_486,1.0,512.0,512.0,0.0
madelon,feat_487,0.0,355.0,355.0,0.0
madelon,feat_487,0.25,459.0,459.0,0.0
madelon,feat_487,0.5,482.0,482.0,0.0
madelon,feat_487,0.75,505.0,505.0,0.0
madelon,feat_487,1.0,618.0,618.0,0.0
madelon,feat_488,0.0,411.0,411.0,0.0
madelon,feat_488,0.25,475.0,475.0,0.0
madelon,feat_488,0.5,490.0,490.0,0.0
madelon,feat_488,0.75,505.0,505.0,0.0
madelon,feat_488,1.0,606.0,606.0,0.0
madelon,feat_489,0.0,449.0,449.0,0.0
madelon,feat_489,0.25,474.0,474.0,0.0
madelon,feat_489,0.5,480.0,480.0,0.0
madelon,feat_489,0.75,485.0,485.0,0.0
madelon,feat_489,1.0,513.0,513.0,0.0
madelon,feat_490,0.0,407.0,407.0,0.0
madelon,feat_490,0.25,468.0,468.0,0.0
madelon,feat_490,0.5,482.0,482.0,0.0
madelon,feat_490,0.75,496.0,496.0,0.0
madelon,feat_490,1.0,549.0,549.0,0.0
madelon,feat_491,0.0,463.0,463.0,0.0
madelon,feat_491,0.25,476.0,476.0,0.0
madelon,feat_491,0.5,479.0,479.0,0.0
madelon,feat_491,0.75,481.0,481.0,0.0
madelon,feat_491,1.0,497.0,497.0,0.0
madelon,feat_492,0.0,391.0,391.0,0.0
madelon,feat_492,0.25,471.0,471.0,0.0
madelon,feat_492,0.5,486.0,486.0,0.0
madelon,feat_492,0.75,502.0,502.0,0.0
madelon,feat_492,1.0,566.0,566.0,0.0
madelon,feat_493,0.0,130.0,130.0,0.0
madelon,feat_493,0.25,404.0,404.0,0.0
madelon,feat_493,0.5,504.0,504.0,0.0
madelon,feat_493,0.75,586.0,586.0,0.0
madelon,feat_493,1.0,920.0,920.0,0.0
madelon,feat_494,0.0,368.0,368.0,0.0
madelon,feat_494,0.25,470.0,470.0,0.0
madelon,feat_494,0.5,492.0,492.0,0.0
madelon,feat_494,0.75,517.0,517.0,0.0
madelon,feat_494,1.0,615.0,615.0,0.0
madelon,feat_495,0.0,398.0,398.0,0.0
madelon,feat_495,0.25,486.0,486.0,0.0
madelon,feat_495,0.5,511.0,511.0,0.0
madelon,feat_495,0.75,535.0,535.0,0.0
madelon,feat_495,1.0,661.0,661.0,0.0
madelon,feat_496,0.0,457.0,457.0,0.0
madelon,feat_496,0.25,474.0,474.0,0.0
madelon,feat_496,0.5,478.0,478.0,0.0
madelon,feat_496,0.75,482.0,482.0,0.0
madelon,feat_496,1.0,500.0,500.0,0.0
madelon,feat_497,0.0,435.0,435.0,0.0
madelon,feat_497,0.25,474.0,474.0,0.0
madelon,feat_497,0.5,483.0,483.0,0.0
madelon,feat_497,0.75,492.0,492.0,0.0
madelon,feat_497,1.0,535.0,535.0,0.0
madelon,feat_498,0.0,363.0,363.0,0.0
madelon,feat_498,0.25,482.0,482.0,0.0
madelon,feat_498,0.5,508.0,508.0,0.0
madelon,feat_498,0.75,533.0,533.0,0.0
madelon,feat_498,1.0,644.0,644.0,0.0
madelon,feat_499,0.0,403.0,403.0,0.0
madelon,feat_499,0.25,473.0,473.0,0.0
madelon,feat_499,0.5,490.0,490.0,0.0
madelon,feat_499,0.75,507.25,507.25,0.0
madelon,feat_499,1.0,583.0,583.0,0.0
olive_oil,area,0.0,1.0,1.0,0.0
olive_oil,area,0.25,1.0,1.0,0.0
olive_oil,area,0.5,1.0,1.0,0.0
olive_oil,area,0.75,3.0,3.0,0.0
olive_oil,area,1.0,3.0,3.0,0.0
olive_oil,palmitic,0.0,1.0,1.0,0.0
olive_oil,palmitic,0.25,3.0,3.0,0.0
olive_oil,palmitic,0.5,3.0,3.0,0.0
olive_oil,palmitic,0.75,7.0,7.0,0.0
olive_oil,palmitic,1.0,9.0,9.0,0.0
olive_oil,palmitoleic,0.0,610.0,610.0,0.0
olive_oil,palmitoleic,0.25,1095.0,1095.0,0.0
olive_oil,palmitoleic,0.5,1201.0,1201.0,0.0
olive_oil,palmitoleic,0.75,1360.0,1360.0,0.0
olive_oil,palmitoleic,1.0,1753.0,1753.0,0.0
olive_oil,stearic,0.0,15.0,15.0,0.0
olive_oil,stearic,0.25,87.75,87.75,0.0
olive_oil,stearic,0.5,110.0,110.0,0.0
olive_oil,stearic,0.75,169.25,169.25,0.0
olive_oil,stearic,1.0,280.0,280.0,0.0
olive_oil,oleic,0.0,152.0,152.0,0.0
olive_oil,oleic,0.25,205.0,205.0,0.0
olive_oil,oleic,0.5,223.0,223.0,0.0
olive_oil,oleic,0.75,249.0,249.0,0.0
olive_oil,oleic,1.0,375.0,375.0,0.0
olive_oil,linoleic,0.0,6300.0,6300.0,0.0
